label,responseCode,responseMessage,threadName,success,grpThreads,allThreads
UK Page,200,OK,Thread Group 1-17,true,22,22
Chekout-Auth,200,OK,Thread Group 1-1,true,22,22
Chekout-Auth,200,OK,Thread Group 1-12,true,22,22
Honor 5X Details ,200,OK,Thread Group 1-5,true,22,22
AddToBasketPage,200,OK,Thread Group 1-3,true,22,22
AddToBasketPage,200,OK,Thread Group 1-15,true,22,22
Chekout-Auth,200,OK,Thread Group 1-6,true,22,22
AddToBasketPage,200,OK,Thread Group 1-4,true,22,22
UK Page,200,OK,Thread Group 1-18,true,22,22
BasketPage,200,OK,Thread Group 1-2,true,22,22
AddToBasketPage,200,OK,Thread Group 1-13,true,22,22
Chekout-Auth,200,OK,Thread Group 1-10,true,22,22
Honor 5X Details ,200,OK,Thread Group 1-7,true,22,22
UK Page,200,OK,Thread Group 1-11,true,22,22
Country Select,200,OK,Thread Group 1-1,true,22,22
UK Page,200,OK,Thread Group 1-9,true,22,22
Country Select,200,OK,Thread Group 1-12,true,22,22
Honor 5X Details ,200,OK,Thread Group 1-8,true,22,22
BasketPage,200,OK,Thread Group 1-14,true,22,22
Honor 5X Details ,200,OK,Thread Group 1-16,true,23,23
Country Select,200,OK,Thread Group 1-20,true,23,23
Country Select,200,OK,Thread Group 1-6,true,23,23
Country Select,200,OK,Thread Group 1-10,true,23,23
Country Select,200,OK,Thread Group 1-21,true,23,23
AddToBasketPage,200,OK,Thread Group 1-5,true,23,23
UK Page,200,OK,Thread Group 1-1,true,23,23
BasketPage,200,OK,Thread Group 1-15,true,23,23
Country Select,200,OK,Thread Group 1-19,true,23,23
Chekout-Auth,200,OK,Thread Group 1-2,true,23,23
BasketPage,200,OK,Thread Group 1-4,true,23,23
BasketPage,200,OK,Thread Group 1-3,true,23,23
UK Page,200,OK,Thread Group 1-12,true,23,23
AddToBasketPage,200,OK,Thread Group 1-7,true,23,23
UK Page,200,OK,Thread Group 1-10,true,23,23
Honor 5X Details ,200,OK,Thread Group 1-11,true,23,23
BasketPage,200,OK,Thread Group 1-13,true,23,23
Honor 5X Details ,200,OK,Thread Group 1-17,true,23,23
AddToBasketPage,200,OK,Thread Group 1-8,true,23,23
UK Page,200,OK,Thread Group 1-6,true,24,24
Chekout-Auth,200,OK,Thread Group 1-14,true,24,24
Country Select,200,OK,Thread Group 1-2,true,24,24
Country Select,200,OK,Thread Group 1-22,true,24,24
UK Page,200,OK,Thread Group 1-21,true,24,24
Honor 5X Details ,200,OK,Thread Group 1-18,true,24,24
Honor 5X Details ,200,OK,Thread Group 1-9,true,24,24
AddToBasketPage,200,OK,Thread Group 1-16,true,24,24
Chekout-Auth,200,OK,Thread Group 1-15,true,24,24
UK Page,200,OK,Thread Group 1-20,true,24,24
UK Page,200,OK,Thread Group 1-19,true,24,24
Honor 5X Details ,200,OK,Thread Group 1-1,true,24,24
Chekout-Auth,200,OK,Thread Group 1-3,true,24,24
Country Select,200,OK,Thread Group 1-14,true,24,24
Chekout-Auth,200,OK,Thread Group 1-4,true,24,24
BasketPage,200,OK,Thread Group 1-5,true,24,24
BasketPage,200,OK,Thread Group 1-7,true,24,24
Honor 5X Details ,200,OK,Thread Group 1-12,true,25,25
Chekout-Auth,200,OK,Thread Group 1-13,true,25,25
Country Select,200,OK,Thread Group 1-15,true,25,25
AddToBasketPage,200,OK,Thread Group 1-17,true,25,25
UK Page,200,OK,Thread Group 1-22,true,25,25
UK Page,200,OK,Thread Group 1-2,true,25,25
AddToBasketPage,200,OK,Thread Group 1-11,true,25,25
Country Select,200,OK,Thread Group 1-4,true,25,25
Country Select,200,OK,Thread Group 1-3,true,25,25
AddToBasketPage,200,OK,Thread Group 1-9,true,25,25
BasketPage,200,OK,Thread Group 1-8,true,25,25
Country Select,200,OK,Thread Group 1-23,true,25,25
Country Select,200,OK,Thread Group 1-13,true,25,25
BasketPage,200,OK,Thread Group 1-16,true,25,25
AddToBasketPage,200,OK,Thread Group 1-18,true,25,25
Honor 5X Details ,200,OK,Thread Group 1-10,true,25,25
UK Page,200,OK,Thread Group 1-14,true,25,25
AddToBasketPage,200,OK,Thread Group 1-1,true,25,25
UK Page,200,OK,Thread Group 1-15,true,25,25
Chekout-Auth,200,OK,Thread Group 1-7,true,26,26
Honor 5X Details ,200,OK,Thread Group 1-6,true,26,26
Chekout-Auth,200,OK,Thread Group 1-5,true,26,26
Honor 5X Details ,200,OK,Thread Group 1-21,true,26,26
AddToBasketPage,200,OK,Thread Group 1-12,true,26,26
Honor 5X Details ,200,OK,Thread Group 1-2,true,26,26
Honor 5X Details ,200,OK,Thread Group 1-20,true,26,26
BasketPage,200,OK,Thread Group 1-17,true,26,26
UK Page,200,OK,Thread Group 1-4,true,26,26
Country Select,200,OK,Thread Group 1-24,true,26,26
UK Page,200,OK,Thread Group 1-3,true,26,26
Country Select,200,OK,Thread Group 1-7,true,26,26
Country Select,200,OK,Thread Group 1-5,true,26,26
Honor 5X Details ,200,OK,Thread Group 1-19,true,26,26
BasketPage,200,OK,Thread Group 1-9,true,27,27
UK Page,200,OK,Thread Group 1-13,true,27,27
Chekout-Auth,200,OK,Thread Group 1-16,true,27,27
BasketPage,200,OK,Thread Group 1-11,true,27,27
Chekout-Auth,200,OK,Thread Group 1-8,true,27,27
Honor 5X Details ,200,OK,Thread Group 1-22,true,27,27
BasketPage,200,OK,Thread Group 1-18,true,27,27
BasketPage,200,OK,Thread Group 1-1,true,27,27
AddToBasketPage,200,OK,Thread Group 1-10,true,27,27
AddToBasketPage,200,OK,Thread Group 1-6,true,27,27
AddToBasketPage,200,OK,Thread Group 1-21,true,27,27
UK Page,200,OK,Thread Group 1-7,true,27,27
Country Select,200,OK,Thread Group 1-25,true,27,27
BasketPage,200,OK,Thread Group 1-12,true,27,27
Country Select,200,OK,Thread Group 1-16,true,27,27
Honor 5X Details ,200,OK,Thread Group 1-4,true,27,27
Honor 5X Details ,200,OK,Thread Group 1-14,true,27,27
Country Select,200,OK,Thread Group 1-8,true,27,27
Honor 5X Details ,200,OK,Thread Group 1-15,true,27,27
AddToBasketPage,200,OK,Thread Group 1-2,true,28,28
UK Page,200,OK,Thread Group 1-5,true,28,28
AddToBasketPage,200,OK,Thread Group 1-20,true,28,28
Chekout-Auth,200,OK,Thread Group 1-17,true,28,28
Honor 5X Details ,200,OK,Thread Group 1-3,true,28,28
UK Page,200,OK,Thread Group 1-24,true,28,28
UK Page,200,OK,Thread Group 1-23,true,28,28
Chekout-Auth,200,OK,Thread Group 1-9,true,28,28
AddToBasketPage,200,OK,Thread Group 1-19,true,28,28
Chekout-Auth,200,OK,Thread Group 1-11,true,28,28
AddToBasketPage,200,OK,Thread Group 1-22,true,28,28
Honor 5X Details ,200,OK,Thread Group 1-13,true,28,28
Chekout-Auth,200,OK,Thread Group 1-18,true,28,28
BasketPage,200,OK,Thread Group 1-10,true,28,28
UK Page,200,OK,Thread Group 1-16,true,28,28
Country Select,200,OK,Thread Group 1-26,true,28,28
UK Page,200,OK,Thread Group 1-8,true,29,29
BasketPage,200,OK,Thread Group 1-6,true,29,29
BasketPage,200,OK,Thread Group 1-21,true,29,29
UK Page,200,OK,Thread Group 1-25,true,29,29
Chekout-Auth,200,OK,Thread Group 1-1,true,29,29
Country Select,200,OK,Thread Group 1-17,true,29,29
Honor 5X Details ,200,OK,Thread Group 1-7,true,29,29
Country Select,200,OK,Thread Group 1-9,true,29,29
Chekout-Auth,200,OK,Thread Group 1-12,true,29,29
Country Select,200,OK,Thread Group 1-11,true,29,29
AddToBasketPage,200,OK,Thread Group 1-4,true,29,29
AddToBasketPage,200,OK,Thread Group 1-14,true,29,29
Country Select,200,OK,Thread Group 1-27,true,29,29
Country Select,200,OK,Thread Group 1-28,true,33,33
UK Page,200,OK,Thread Group 1-27,true,34,34
UK Page,200,OK,Thread Group 1-11,true,34,34
Honor 5X Details ,200,OK,Thread Group 1-25,true,34,34
Chekout-Auth,200,OK,Thread Group 1-6,true,34,34
UK Page,200,OK,Thread Group 1-9,true,34,34
AddToBasketPage,200,OK,Thread Group 1-13,true,34,34
Country Select,200,OK,Thread Group 1-12,true,34,34
Chekout-Auth,200,OK,Thread Group 1-10,true,34,34
AddToBasketPage,200,OK,Thread Group 1-3,true,34,34
UK Page,200,OK,Thread Group 1-17,true,34,34
Honor 5X Details ,200,OK,Thread Group 1-8,true,34,34
Honor 5X Details ,200,OK,Thread Group 1-16,true,34,34
BasketPage,200,OK,Thread Group 1-22,true,34,34
UK Page,200,OK,Thread Group 1-26,true,34,34
Country Select,200,OK,Thread Group 1-1,true,34,34
BasketPage,200,OK,Thread Group 1-20,true,35,35
BasketPage,200,OK,Thread Group 1-19,true,35,35
BasketPage,200,OK,Thread Group 1-2,true,35,35
Honor 5X Details ,200,OK,Thread Group 1-23,true,35,35
Country Select,200,OK,Thread Group 1-18,true,35,35
AddToBasketPage,200,OK,Thread Group 1-15,true,35,35
Honor 5X Details ,200,OK,Thread Group 1-5,true,35,35
Country Select,200,OK,Thread Group 1-6,true,35,35
Honor 5X Details ,200,OK,Thread Group 1-24,true,35,35
UK Page,200,OK,Thread Group 1-28,true,35,35
Country Select,200,OK,Thread Group 1-10,true,35,35
BasketPage,200,OK,Thread Group 1-4,true,35,35
AddToBasketPage,200,OK,Thread Group 1-25,true,35,35
BasketPage,200,OK,Thread Group 1-14,true,35,35
UK Page,200,OK,Thread Group 1-12,true,35,35
Chekout-Auth,200,OK,Thread Group 1-21,true,35,35
AddToBasketPage,200,OK,Thread Group 1-7,true,35,35
BasketPage,200,OK,Thread Group 1-13,true,36,36
AddToBasketPage,200,OK,Thread Group 1-8,true,36,36
Country Select,200,OK,Thread Group 1-29,true,36,36
UK Page,200,OK,Thread Group 1-18,true,36,36
BasketPage,200,OK,Thread Group 1-3,true,36,36
UK Page,200,OK,Thread Group 1-1,true,36,36
AddToBasketPage,200,OK,Thread Group 1-16,true,36,36
Honor 5X Details ,200,OK,Thread Group 1-9,true,36,36
Honor 5X Details ,200,OK,Thread Group 1-11,true,36,36
Chekout-Auth,200,OK,Thread Group 1-22,true,36,36
Chekout-Auth,200,OK,Thread Group 1-19,true,36,36
Chekout-Auth,200,OK,Thread Group 1-20,true,36,36
Country Select,200,OK,Thread Group 1-32,true,36,36
Honor 5X Details ,200,OK,Thread Group 1-27,true,36,36
Chekout-Auth,200,OK,Thread Group 1-2,true,36,36
Country Select,200,OK,Thread Group 1-21,true,36,36
UK Page,200,OK,Thread Group 1-6,true,36,36
Country Select,200,OK,Thread Group 1-30,true,36,36
UK Page,200,OK,Thread Group 1-10,true,36,36
AddToBasketPage,200,OK,Thread Group 1-5,true,36,36
BasketPage,200,OK,Thread Group 1-15,true,36,36
AddToBasketPage,200,OK,Thread Group 1-24,true,36,36
AddToBasketPage,200,OK,Thread Group 1-23,true,36,36
Country Select,200,OK,Thread Group 1-33,true,37,37
Country Select,200,OK,Thread Group 1-34,true,37,37
Country Select,200,OK,Thread Group 1-31,true,37,37
Chekout-Auth,200,OK,Thread Group 1-4,true,37,37
Country Select,200,OK,Thread Group 1-22,true,37,37
Country Select,200,OK,Thread Group 1-19,true,37,37
Honor 5X Details ,200,OK,Thread Group 1-12,true,37,37
Country Select,200,OK,Thread Group 1-20,true,37,37
Chekout-Auth,200,OK,Thread Group 1-14,true,37,37
Honor 5X Details ,200,OK,Thread Group 1-17,true,37,37
Country Select,200,OK,Thread Group 1-2,true,37,37
Country Select,200,OK,Thread Group 1-35,true,38,38
UK Page,200,OK,Thread Group 1-29,true,38,38
Chekout-Auth,200,OK,Thread Group 1-3,true,38,38
Honor 5X Details ,200,OK,Thread Group 1-1,true,38,38
Honor 5X Details ,200,OK,Thread Group 1-26,true,38,38
BasketPage,200,OK,Thread Group 1-7,true,38,38
BasketPage,200,OK,Thread Group 1-8,true,38,38
UK Page,200,OK,Thread Group 1-21,true,38,38
BasketPage,200,OK,Thread Group 1-16,true,38,38
Honor 5X Details ,200,OK,Thread Group 1-28,true,38,38
Honor 5X Details ,200,OK,Thread Group 1-6,true,38,38
UK Page,200,OK,Thread Group 1-32,true,38,38
UK Page,200,OK,Thread Group 1-30,true,38,38
Country Select,200,OK,Thread Group 1-4,true,38,38
AddToBasketPage,200,OK,Thread Group 1-11,true,38,38
AddToBasketPage,200,OK,Thread Group 1-9,true,38,38
Honor 5X Details ,200,OK,Thread Group 1-18,true,38,38
UK Page,200,OK,Thread Group 1-33,true,38,38
BasketPage,200,OK,Thread Group 1-25,true,38,38
Honor 5X Details ,200,OK,Thread Group 1-10,true,38,38
Chekout-Auth,200,OK,Thread Group 1-13,true,38,38
UK Page,200,OK,Thread Group 1-22,true,39,39
Country Select,200,OK,Thread Group 1-14,true,39,39
UK Page,200,OK,Thread Group 1-19,true,39,39
AddToBasketPage,200,OK,Thread Group 1-27,true,39,39
UK Page,200,OK,Thread Group 1-34,true,39,39
UK Page,200,OK,Thread Group 1-31,true,39,39
BasketPage,200,OK,Thread Group 1-5,true,39,39
Chekout-Auth,200,OK,Thread Group 1-15,true,39,39
BasketPage,200,OK,Thread Group 1-24,true,39,39
BasketPage,200,OK,Thread Group 1-23,true,39,39
UK Page,200,OK,Thread Group 1-20,true,39,39
UK Page,200,OK,Thread Group 1-2,true,39,39
Country Select,200,OK,Thread Group 1-3,true,40,40
AddToBasketPage,200,OK,Thread Group 1-17,true,40,40
AddToBasketPage,200,OK,Thread Group 1-12,true,40,40
Country Select,200,OK,Thread Group 1-13,true,40,40
UK Page,200,OK,Thread Group 1-4,true,40,40
UK Page,200,OK,Thread Group 1-14,true,40,40
Chekout-Auth,200,OK,Thread Group 1-7,true,40,40
AddToBasketPage,200,OK,Thread Group 1-1,true,40,40
Country Select,200,OK,Thread Group 1-36,true,40,40
Chekout-Auth,200,OK,Thread Group 1-8,true,40,40
UK Page,200,OK,Thread Group 1-35,true,40,40
Country Select,200,OK,Thread Group 1-37,true,41,41
AddToBasketPage,200,OK,Thread Group 1-26,true,41,41
BasketPage,200,OK,Thread Group 1-11,true,41,41
AddToBasketPage,200,OK,Thread Group 1-28,true,41,41
Chekout-Auth,200,OK,Thread Group 1-16,true,41,41
AddToBasketPage,200,OK,Thread Group 1-6,true,41,41
Country Select,200,OK,Thread Group 1-15,true,41,41
BasketPage,200,OK,Thread Group 1-9,true,41,41
Honor 5X Details ,200,OK,Thread Group 1-29,true,41,41
Honor 5X Details ,200,OK,Thread Group 1-22,true,41,41
Honor 5X Details ,200,OK,Thread Group 1-21,true,41,41
AddToBasketPage,200,OK,Thread Group 1-18,true,41,41
Honor 5X Details ,200,OK,Thread Group 1-30,true,41,41
Honor 5X Details ,200,OK,Thread Group 1-19,true,41,41
AddToBasketPage,200,OK,Thread Group 1-10,true,41,41
Chekout-Auth,200,OK,Thread Group 1-25,true,41,41
Chekout-Auth,200,OK,Thread Group 1-23,true,41,41
Chekout-Auth,200,OK,Thread Group 1-24,true,41,41
UK Page,200,OK,Thread Group 1-13,true,41,41
Country Select,200,OK,Thread Group 1-8,true,41,41
Honor 5X Details ,200,OK,Thread Group 1-32,true,41,41
UK Page,200,OK,Thread Group 1-3,true,41,41
Country Select,200,OK,Thread Group 1-7,true,41,41
Chekout-Auth,200,OK,Thread Group 1-5,true,41,41
BasketPage,200,OK,Thread Group 1-12,true,41,41
Country Select,200,OK,Thread Group 1-38,true,42,42
BasketPage,200,OK,Thread Group 1-17,true,42,42
BasketPage,200,OK,Thread Group 1-27,true,42,42
BasketPage,200,OK,Thread Group 1-1,true,42,42
Country Select,200,OK,Thread Group 1-16,true,42,42
UK Page,200,OK,Thread Group 1-36,true,42,42
Country Select,200,OK,Thread Group 1-39,true,42,42
Honor 5X Details ,200,OK,Thread Group 1-33,true,42,42
Country Select,200,OK,Thread Group 1-25,true,42,42
Country Select,200,OK,Thread Group 1-23,true,42,42
Honor 5X Details ,200,OK,Thread Group 1-34,true,42,42
Country Select,200,OK,Thread Group 1-40,true,42,42
Honor 5X Details ,200,OK,Thread Group 1-4,true,42,42
UK Page,200,OK,Thread Group 1-37,true,42,42
Honor 5X Details ,200,OK,Thread Group 1-14,true,42,42
Honor 5X Details ,200,OK,Thread Group 1-2,true,42,42
Country Select,200,OK,Thread Group 1-24,true,42,42
UK Page,200,OK,Thread Group 1-15,true,42,42
Country Select,200,OK,Thread Group 1-5,true,42,42
BasketPage,200,OK,Thread Group 1-10,true,43,43
UK Page,200,OK,Thread Group 1-25,true,42,42
UK Page,200,OK,Thread Group 1-5,true,43,43
AddToBasketPage,200,OK,Thread Group 1-32,true,43,43
UK Page,200,OK,Thread Group 1-39,true,43,43
Honor 5X Details ,200,OK,Thread Group 1-15,true,43,43
UK Page,200,OK,Thread Group 1-38,true,43,43
Country Select,200,OK,Thread Group 1-41,true,43,43
UK Page,200,OK,Thread Group 1-24,true,43,43
UK Page,200,OK,Thread Group 1-40,true,43,43
Honor 5X Details ,200,OK,Thread Group 1-13,true,43,43
UK Page,200,OK,Thread Group 1-23,true,43,43
UK Page,200,OK,Thread Group 1-16,true,43,43
UK Page,200,OK,Thread Group 1-8,true,43,43
BasketPage,200,OK,Thread Group 1-18,true,43,43
AddToBasketPage,200,OK,Thread Group 1-30,true,43,43
Chekout-Auth,200,OK,Thread Group 1-9,true,43,43
BasketPage,200,OK,Thread Group 1-6,true,43,43
AddToBasketPage,200,OK,Thread Group 1-29,true,44,44
AddToBasketPage,200,OK,Thread Group 1-22,true,44,44
AddToBasketPage,200,OK,Thread Group 1-19,true,44,44
AddToBasketPage,200,OK,Thread Group 1-21,true,44,44
BasketPage,200,OK,Thread Group 1-28,true,44,44
Honor 5X Details ,200,OK,Thread Group 1-36,true,44,44
Honor 5X Details ,200,OK,Thread Group 1-31,true,44,44
Honor 5X Details ,200,OK,Thread Group 1-37,true,44,44
UK Page,200,OK,Thread Group 1-7,true,44,44
BasketPage,200,OK,Thread Group 1-26,true,44,44
Honor 5X Details ,200,OK,Thread Group 1-3,true,44,44
Chekout-Auth,200,OK,Thread Group 1-11,true,44,44
Honor 5X Details ,200,OK,Thread Group 1-20,true,44,44
Honor 5X Details ,200,OK,Thread Group 1-35,true,44,44
AddToBasketPage,200,OK,Thread Group 1-14,true,45,45
Honor 5X Details ,200,OK,Thread Group 1-5,true,45,45
AddToBasketPage,200,OK,Thread Group 1-2,true,46,46
Honor 5X Details ,200,OK,Thread Group 1-25,true,46,46
UK Page,200,OK,Thread Group 1-41,true,46,46
AddToBasketPage,200,OK,Thread Group 1-34,true,46,46
AddToBasketPage,200,OK,Thread Group 1-33,true,46,46
Chekout-Auth,200,OK,Thread Group 1-27,true,46,46
Chekout-Auth,200,OK,Thread Group 1-1,true,46,46
Honor 5X Details ,200,OK,Thread Group 1-16,true,46,46
AddToBasketPage,200,OK,Thread Group 1-4,true,46,46
Chekout-Auth,200,OK,Thread Group 1-10,true,46,46
BasketPage,200,OK,Thread Group 1-32,true,46,46
Honor 5X Details ,200,OK,Thread Group 1-24,true,46,46
Honor 5X Details ,200,OK,Thread Group 1-23,true,46,46
Country Select,200,OK,Thread Group 1-9,true,46,46
Chekout-Auth,200,OK,Thread Group 1-12,true,46,46
Chekout-Auth,200,OK,Thread Group 1-17,true,46,46
Honor 5X Details ,200,OK,Thread Group 1-40,true,46,46
AddToBasketPage,200,OK,Thread Group 1-13,true,46,46
AddToBasketPage,200,OK,Thread Group 1-15,true,46,46
Country Select,200,OK,Thread Group 1-11,true,46,46
BasketPage,200,OK,Thread Group 1-30,true,46,46
BasketPage,200,OK,Thread Group 1-29,true,46,46
BasketPage,200,OK,Thread Group 1-21,true,47,47
BasketPage,200,OK,Thread Group 1-19,true,47,47
Chekout-Auth,200,OK,Thread Group 1-6,true,47,47
Chekout-Auth,200,OK,Thread Group 1-18,true,47,47
BasketPage,200,OK,Thread Group 1-22,true,47,47
Chekout-Auth,200,OK,Thread Group 1-28,true,47,47
AddToBasketPage,200,OK,Thread Group 1-31,true,47,47
AddToBasketPage,200,OK,Thread Group 1-36,true,47,47
Country Select,200,OK,Thread Group 1-1,true,47,47
Country Select,200,OK,Thread Group 1-27,true,47,47
AddToBasketPage,200,OK,Thread Group 1-37,true,47,47
AddToBasketPage,200,OK,Thread Group 1-20,true,47,47
Honor 5X Details ,200,OK,Thread Group 1-8,true,47,47
Country Select,200,OK,Thread Group 1-10,true,47,47
AddToBasketPage,200,OK,Thread Group 1-3,true,47,47
Honor 5X Details ,200,OK,Thread Group 1-39,true,47,47
Honor 5X Details ,200,OK,Thread Group 1-7,true,47,47
Chekout-Auth,200,OK,Thread Group 1-26,true,47,47
AddToBasketPage,200,OK,Thread Group 1-35,true,47,47
BasketPage,200,OK,Thread Group 1-14,true,47,47
BasketPage,200,OK,Thread Group 1-33,true,47,47
Country Select,200,OK,Thread Group 1-44,true,47,47
Country Select,200,OK,Thread Group 1-12,true,47,47
BasketPage,200,OK,Thread Group 1-2,true,47,47
BasketPage,200,OK,Thread Group 1-34,true,47,47
Country Select,200,OK,Thread Group 1-17,true,47,47
Country Select,200,OK,Thread Group 1-42,true,47,47
AddToBasketPage,200,OK,Thread Group 1-25,true,48,48
BasketPage,200,OK,Thread Group 1-4,true,48,48
Country Select,200,OK,Thread Group 1-43,true,48,48
Country Select,200,OK,Thread Group 1-6,true,48,48
UK Page,200,OK,Thread Group 1-9,true,48,48
Country Select,200,OK,Thread Group 1-45,true,48,48
UK Page,200,OK,Thread Group 1-11,true,48,48
Country Select,200,OK,Thread Group 1-28,true,48,48
Honor 5X Details ,200,OK,Thread Group 1-38,true,48,48
Chekout-Auth,200,OK,Thread Group 1-32,true,48,48
AddToBasketPage,200,OK,Thread Group 1-16,true,48,48
Country Select,200,OK,Thread Group 1-18,true,48,48
AddToBasketPage,200,OK,Thread Group 1-24,true,48,48
BasketPage,200,OK,Thread Group 1-13,true,48,48
